Name,GID,Source,Xa4,xa5,Xa7,xa13,Xa21,Pita,Pi9,Pi54,Pi35(t)
IR 99086-B-B-80,4215782,IRRI,,,,,,,,,
IR 99074-B-B-B-114,4391251,IRRI,,,,,,,,,
IR 106457-B-B RGA-B RGA-21,300292506,IRRI,,,,,,,,,
IR13A496,3806737,IRRI,,,,,,,,,
CHENGRI MURALI::IRGC 66774-1,4231206,IRRI,,,,,,,,,
IR 103352-B-B-84,4392642,IRRI,,,,,,,,,
IR 99074-B-B-B-17,4391154,IRRI,,,,,,,,,
IR 99089-B-B-B-184,4393050,IRRI,,,,,,,,,
IR 105469:72-18-2-32,4394461,IRRI,,,,,,,,,
YR 29630-77-IR 1,4254011,IRRI,,,,,,,,,
IR 100004-52-B,4216246,IRRI,,,,,,,,,
IR15A1714,4392009,IRRI,,,,,,,,,
IR 103806:56-B RGA,4194570,IRRI,,,,,,,,,
IR 103352-B-B-73,4392631,IRRI,,,,,,,,,
IR15A3054,300168243,IRRI,,,,,,,,,
IR 98464-B-B-B-222,4393622,IRRI,,,,,,,,,
IR 99074-B-B-B-5,4391142,IRRI,,,,,,,,,
IR 103728-B-B-B-B-160,300234477,IRRI,,,,,,,,,
IR 99089-B-B-B-164,4393030,IRRI,,,,,,,,,
IR 98416-B-B-B-4,4390541,IRRI,,,,,,,,,
ARC 7425::IRGC 42538-1,4231391,IRRI,,,,,,,,,
IR 99083-B-B-50,4215057,IRRI,,,,,,,,,
IR 99092-B-B-36-1,4390064,IRRI,,,,,,,,,
IR 102885-29-77-7-12-40,4394093,IRRI,,,,,,,,,
IR 98417-B-B-2,4211876,IRRI,,,,,,,,,
IR 99089-B-B-B-231,4393097,IRRI,,,,,,,,,
IR 99074-B-B-B-64,4391201,IRRI,,,,,,,,,
IR 103352-B-B-283,4392841,IRRI,,,,,,,,,
IR 99092-B-B-32,4216104,IRRI,,,,,,,,,
IR 100072-4-B,4216398,IRRI,,,,,,,,,
IR 98464-B-B-B-270,4393670,IRRI,,,,,,,,,
IR 99086-B-B-22,4215724,IRRI,,,,,,,,,
IR13A476,3769578,IRRI,,,,,,,,,
IR 99074-B-B-B-112,4391249,IRRI,,,,,,,,,
IR 98416-B-B-B-26,4390563,IRRI,,,,,,,,,
IRRI 136,777042,IRRI,,,,,,,,,
IR 100723-36-B,4216750,IRRI,,,,,,,,,
IR 99089-B-B-B-61,4392927,IRRI,,,,,,,,,
IR 99064-B-B-4-1,4389795,IRRI,,,,,,,,,
IR 98464-B-B-B-41,4393441,IRRI,,,,,,,,,
YR 29630-43-IR 1,4253909,IRRI,,,,,,,,,
IR 103352-B-B-64,4392622,IRRI,,,,,,,,,
IR 98464-B-B-B-227,4393627,IRRI,,,,,,,,,
IR 99089-B-B-B-252,4393118,IRRI,,,,,,,,,
IR 103352-B-B-42,4392600,IRRI,,,,,,,,,
IR 98460-B-B-B-87,4390744,IRRI,,,,,,,,,
IR15A1712,4392773,IRRI,,,,,,,,,
FR13A-2012DS 101-1,4688721,IRRI,,,,,,,,,
IR 103352-B-B-298,4392856,IRRI,,,,,,,,,
IR 97367-57-15,4394937,IRRI,,,,,,,,,
IR 100072-7-B,4216401,IRRI,,,,,,,,,
IR 99074-B-B-B-120,4391257,IRRI,,,,,,,,,
IR 99119-B-B-8-3,4389875,IRRI,,,,,,,,,
IR 103297-B-B-B-B-B-89,300233571,IRRI,,,,,,,,,
IR 99074-B-B-B-107,4391244,IRRI,,,,,,,,,
IR 99091-B-B-B-95,4393220,IRRI,,,,,,,,,
IR 99089-B-B-B-89,4392955,IRRI,,,,,,,,,
IR 105463:24-3-19-21,4394122,IRRI,,,,,,,,,
IR15M2021,300249055,IRRI,,,,,,,,,
IR 99089-B-B-B-133,4392999,IRRI,,,,,,,,,
IR13N129,3659354,IRRI,,,,,,,,,
IR 99084-B-B-88,4215146,IRRI,,,,,,,,,
IR 103352-B-B-254,4392812,IRRI,,,,,,,,,
IR 98464-B-B-B-64,4393464,IRRI,,,,,,,,,
IR 98464-B-B-B-226,4393626,IRRI,,,,,,,,,
PIR-26>C0-708-1-3-1-1,4536993,IRRI,,,,,,,,,
IR 99068-B-B-B-58,4390835,IRRI,,,,,,,,,
IR 105463:24-3-19-40,4394141,IRRI,,,,,,,,,
IR 100072-69-B-1,4390289,IRRI,,,,,,,,,
IR 99089-B-B-B-95,4392961,IRRI,,,,,,,,,
IR 99089-B-B-B-179,4393045,IRRI,,,,,,,,,
IR 103352-B-B-181,4392739,IRRI,,,,,,,,,
IR 99089-B-B-B-254,4393120,IRRI,,,,,,,,,
IR 103352-B-B-69,4392627,IRRI,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-359,300291794,IRRI,,,,,,,,,
IR 99086-B-B-66,4215768,IRRI,,,,,,,,,
IR 105462:4-2-11-24,4394360,IRRI,,,,,,,,,
IR 98464-B-B-B-76,4393476,IRRI,,,,,,,,,
IR15A1006,4392960,IRRI,,,,,,,,,
IR 99092-B-B-72,4216144,IRRI,,,,,,,,,
IR 99068-B-B-B-55,4390832,IRRI,,,,,,,,,
IR 99089-B-B-B-117,4392983,IRRI,,,,,,,,,
IR 103352-B-B-101,4392659,IRRI,,,,,,,,,
IR 99049-B-B-5,4215444,IRRI,,,,,,,,,
IR 99090-B-B-76-3,4390055,IRRI,,,,,,,,,
IR 99089-B-B-B-35,4392901,IRRI,,,,,,,,,
IR 99067-B-B-7,4215585,IRRI,,,,,,,,,
IR 99086-B-B-33,4215735,IRRI,,,,,,,,,
IR 106449-B-B RGA-B RGA-B RGA-138-1,300430786,IRRI,,,,,,,,,
IR15A3555,300173033,IRRI,,,,,,,,,
IR15A3786,300174129,IRRI,,,,,,,,,
IR15A1031,4392087,IRRI,,,,,,,,,
IR13N106,3658923,IRRI,,,,,,,,,
IR 98464-B-B-B-263,4393663,IRRI,,,,,,,,,
IR 98464-B-B-B-62,4393462,IRRI,,,,,,,,,
IR 98464-B-B-B-164,4393564,IRRI,,,,,,,,,
IR 103741-B-B RGA-B RGA-81-1,300431304,IRRI,,,,,,,,,
IR 100740-80-B,4216894,IRRI,,,,,,,,,
IR 103352-B-B-53,4392611,IRRI,,,,,,,,,
IR 98464-B-B-B-301,4393701,IRRI,,,,,,,,,
IR 103352-B-B-157,4392715,IRRI,,,,,,,,,
IR 99089-B-B-B-1,4392867,IRRI,,,,,,,,,
IR 106224-B-B-B-B-10,300233711,IRRI,,,,,,,,,
IR 99064-B-B-6-1,4389796,IRRI,,,,,,,,,
IR 99068-B-B-B-96,4390873,IRRI,,,,,,,,,
IR06N156,1855716,IRRI,,,,,,,,,
IR 104006:4-29-B RGA-B RGA-B RGA-2-1-1,300255929,IRRI,,,,,,,,,
IR 99085-B-B-24,4215626,IRRI,,,,,,,,,
IR 98464-B-B-B-60,4393460,IRRI,,,,,,,,,
IR 103352-B-B-110,4392668,IRRI,,,,,,,,,
IR 99089-B-B-B-72,4392938,IRRI,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-415,300291850,IRRI,,,,,,,,,
IR15A1293,4393592,IRRI,,,,,,,,,
IR 103352-B-B-108,4392666,IRRI,,,,,,,,,
AUS 344::IRGC 29131-1,4231403,IRRI,,,,,,,,,
IR 100740-80-B-1,4390438,IRRI,,,,,,,,,
IR 100740-51-B,4216865,IRRI,,,,,,,,,
IR14R1016,300253725,IRRI,,,,,,,,,
IR 97225-52-2-1,4229168,IRRI,,,,,,,,,
IR 98460-B-B-B-76,4390733,IRRI,,,,,,,,,
IR15F2083,300173638,IRRI,,,,,,,,,
IR 99085-B-B-69,4215671,IRRI,,,,,,,,,
IR 103352-B-B-103,4392661,IRRI,,,,,,,,,
IR 103352-B-B-116,4392674,IRRI,,,,,,,,,
IR 98464-B-B-B-6,4393406,IRRI,,,,,,,,,
IR 99086-B-B-48,4215750,IRRI,,,,,,,,,
IR 103352-B-B-75,4392633,IRRI,,,,,,,,,
IR 105463:24-3-19-31,4394132,IRRI,,,,,,,,,
IR 103352-B-B-183,4392741,IRRI,,,,,,,,,
IR 103352-B-B-57,4392615,IRRI,,,,,,,,,
GSR IR1-DQ129-Y4-L1,4535098,IRRI,,,,,,,,,
IR 99083-B-B-36,4215043,IRRI,,,,,,,,,
IR 100841-B-B RGA-B RGA-B RGA-14,300287182,IRRI,,,,,,,,,
IR 98413-B-B-31,4211812,IRRI,,,,,,,,,
IR 98460-B-B-B-56,4390713,IRRI,,,,,,,,,
IR 100004-39-B-1,4390119,IRRI,,,,,,,,,
IR 98460-B-B-B-73,4390730,IRRI,,,,,,,,,
IR 103352-B-B-118,4392676,IRRI,,,,,,,,,
IR 98464-B-B-B-342,4393742,IRRI,,,,,,,,,
IR 103733-B-B-B-B-21,300233118,IRRI,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-21,4229311,IRRI,,,,,,,,,
IR 100723-71-B,4216785,IRRI,,,,,,,,,
IR 103352-B-B-49,4392607,IRRI,,,,,,,,,
IR 98460-B-B-B-59,4390716,IRRI,,,,,,,,,
IR10M173,2815758,IRRI,,,,,,,,,
IR 100008-80-B-1,4390235,IRRI,,,,,,,,,
IR 103352-B-B-102,4392660,IRRI,,,,,,,,,
IR 87938-1-1-2-B,300177702,IRRI,,,,,,,,,
IR 99089-B-B-B-79,4392945,IRRI,,,,,,,,,
IR 99089-B-B-B-51,4392917,IRRI,,,,,,,,,
IR 103352-B-B-195,4392753,IRRI,,,,,,,,,
IR 98464-B-B-B-206,4393606,IRRI,,,,,,,,,
IR 103352-B-B-148,4392706,IRRI,,,,,,,,,
IR 98464-B-B-B-44,4393444,IRRI,,,,,,,,,
IR 103352-B-B-235,4392793,IRRI,,,,,,,,,
IR15F2109,300173886,IRRI,,,,,,,,,
IR 98464-B-B-B-261,4393661,IRRI,,,,,,,,,
IR 99074-B-B-B-8,4391145,IRRI,,,,,,,,,
IR 99081-B-B-B-111,4391368,IRRI,,,,,,,,,
IR 100740-83-B,4216897,IRRI,,,,,,,,,
IR 99084-B-B-88-1,4389864,IRRI,,,,,,,,,
IR 99089-B-B-B-48,4392914,IRRI,,,,,,,,,
IR 99086-B-B-94,4215796,IRRI,,,,,,,,,
IR 103352-B-B-180,4392738,IRRI,,,,,,,,,
IR 99084-B-B-51,4215109,IRRI,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-22,4229312,IRRI,,,,,,,,,
IR13A311,3769031,IRRI,,,,,,,,,
IR 99064-B-B-4,4214901,IRRI,,,,,,,,,
IR 99082-B-B-11-1,4389820,IRRI,,,,,,,,,
IR 98464-B-B-B-209,4393609,IRRI,,,,,,,,,
IR 100740-41-B,4216855,IRRI,,,,,,,,,
IR 99074-B-B-B-24,4391161,IRRI,,,,,,,,,
IR 98464-B-B-B-40,4393440,IRRI,,,,,,,,,
IR 99074-B-B-B-21,4391158,IRRI,,,,,,,,,
IR 99089-B-B-B-130,4392996,IRRI,,,,,,,,,
IR 103352-B-B-162,4392720,IRRI,,,,,,,,,
IR 97367-194-13,4395167,IRRI,,,,,,,,,
IR 103728-B-B-B-B-87,300234404,IRRI,,,,,,,,,
IR 98464-B-B-B-22,4393422,IRRI,,,,,,,,,
IR 98460-B-B-B-92,4390749,IRRI,,,,,,,,,
IR 99074-B-B-B-55,4391192,IRRI,,,,,,,,,
IR 99084-B-B-73-2,4389853,IRRI,,,,,,,,,
DA 28::IRGC 6246-1,4231113,IRRI,,,,,,,,,
IR 103352-B-B-37,4392595,IRRI,,,,,,,,,
IR 99059-B-B-2,4215497,IRRI,,,,,,,,,
IR15A3589,300173133,IRRI,,,,,,,,,
IR 99049-B-B-16,4215455,IRRI,,,,,,,,,
IR 98464-B-B-B-190,4393590,IRRI,,,,,,,,,
YR 29426-16-IR 1,4253673,IRRI,,,,,,,,,
IR 99086-B-B-92-3,4390031,IRRI,,,,,,,,,
IR 103352-B-B-188,4392746,IRRI,,,,,,,,,
IR 103352-B-B-144,4392702,IRRI,,,,,,,,,
IR 98415-B-B-48,4211869,IRRI,,,,,,,,,
IR 103352-B-B-126,4392684,IRRI,,,,,,,,,
IR 103352-B-B-173,4392731,IRRI,,,,,,,,,
IR 100004-39-B,4216233,IRRI,,,,,,,,,
IR 98464-B-B-B-86,4393486,IRRI,,,,,,,,,
IR 103352-B-B-24,4392582,IRRI,,,,,,,,,
IR 103352-B-B-130,4392688,IRRI,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-15,4229310,IRRI,,,,,,,,,
IR 98460-B-B-B-108,4390765,IRRI,,,,,,,,,
IR 98464-B-B-B-224,4393624,IRRI,,,,,,,,,
IR 103352-B-B-138,4392696,IRRI,,,,,,,,,
IR 98464-B-B-B-235,4393635,IRRI,,,,,,,,,
IR 103352-B-B-282,4392840,IRRI,,,,,,,,,
IR 105463:24-3-19-7,4394108,IRRI,,,,,,,,,
IR 95495-84-1-2-3,4214757,IRRI,,,,,,,,,
IR 99077-B-B-19,4214984,IRRI,,,,,,,,,
IR 98464-B-B-B-299,4393699,IRRI,,,,,,,,,
IR 103352-B-B-206,4392764,IRRI,,,,,,,,,
IR 98416-B-B-B-6,4390543,IRRI,,,,,,,,,
IR 97367-81-16,4395011,IRRI,,,,,,,,,
IR 106449-B-B RGA-B RGA-B RGA-394,300292349,IRRI,,,,,,,,,
IR 100740-49-B,4216863,IRRI,,,,,,,,,
IR 103352-B-B-59,4392617,IRRI,,,,,,,,,
IR 103352-B-B-193,4392751,IRRI,,,,,,,,,
IR 98464-B-B-B-205,4393605,IRRI,,,,,,,,,
IR13A258,3768922,IRRI,,,,,,,,,
IR 97367-9-13,4394689,IRRI,,,,,,,,,
PIR-26>C0-2493-1-1-1-1,4537019,IRRI,,,,,,,,,
IR15A1602,4390024,IRRI,,,,,,,,,
IR 98464-B-B-B-114,4393514,IRRI,,,,,,,,,
IR15A3483,300172897,IRRI,,,,,,,,,
IR 100723-61-B-3,4390376,IRRI,,,,,,,,,
IR 103352-B-B-149,4392707,IRRI,,,,,,,,,
IR 99068-B-B-B-86,4390863,IRRI,,,,,,,,,
IR 110621-C1-C2-B-B-B-1-2,4226667,IRRI,,,,,,,,,
IR 103352-B-B-269,4392827,IRRI,,,,,,,,,
IR 100723-61-B,4216775,IRRI,,,,,,,,,
IR 103352-B-B-210,4392768,IRRI,,,,,,,,,
IR 103352-B-B-63,4392621,IRRI,,,,,,,,,
IR 99085-B-B-100,4215702,IRRI,,,,,,,,,
IR 98464-B-B-B-110,4393510,IRRI,,,,,,,,,
IR 103352-B-B-158,4392716,IRRI,,,,,,,,,
IR 98393-B-B-5,4212033,IRRI,,,,,,,,,
YR 29630-74-IR 1,4254002,IRRI,,,,,,,,,
IR 99074-B-B-B-119,4391256,IRRI,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-25,4229314,IRRI,,,,,,,,,
IR 99089-B-B-B-137,4393003,IRRI,,,,,,,,,
IR 99084-B-B-65,4215123,IRRI,,,,,,,,,
IR 102884-193,3879794,IRRI,,,,,,,,,
IR 102885-29-48-4-2-1,4197408,IRRI,,,,,,,,,
IR 98460-B-B-B-97,4390754,IRRI,,,,,,,,,
IR 103352-B-B-4,4392562,IRRI,,,,,,,,,
GSR IR1-DQ136-LI5-Y1,4535132,IRRI,,,,,,,,,
IR 103352-B-B-174,4392732,IRRI,,,,,,,,,
IR 103352-B-B-243,4392801,IRRI,,,,,,,,,
IR 100749-96-B,4217010,IRRI,,,,,,,,,
IR 103352-B-B-117,4392675,IRRI,,,,,,,,,
IR 103352-B-B-107,4392665,IRRI,,,,,,,,,
IR 98413-B-B-22,4211803,IRRI,,,,,,,,,
IR 98460-B-B-B-17,4390674,IRRI,,,,,,,,,
IR 99270-34-2-1,4289074,IRRI,,,,,,,,,
IR 98464-B-B-B-63,4393463,IRRI,,,,,,,,,
IR 100004-39-B-3,4390121,IRRI,,,,,,,,,
IR 99090-B-B-78,4216050,IRRI,,,,,,,,,
IR 99086-B-B-38-1,4390017,IRRI,,,,,,,,,
IR 98464-B-B-B-234,4393634,IRRI,,,,,,,,,
IR 99066-B-B-4,4215562,IRRI,,,,,,,,,
IR 103290-B-B-B-B-B-31,300233904,IRRI,,,,,,,,,
IR 98464-B-B-B-129,4393529,IRRI,,,,,,,,,
IR 103352-B-B-10,4392568,IRRI,,,,,,,,,
IR 100740-86-B,4216900,IRRI,,,,,,,,,
IR 99092-B-B-90,4216162,IRRI,,,,,,,,,
IR 100121-B-B-B-B-71-1-1,300256505,IRRI,,,,,,,,,
IR 103352-B-B-165,4392723,IRRI,,,,,,,,,
IR 103291-B-B-B-B-B-3,300233576,IRRI,,,,,,,,,
IR 100740-69-B-1,4390425,IRRI,,,,,,,,,
IR 103352-B-B-302,4392860,IRRI,,,,,,,,,
IR 99081-B-B-B-69,4391326,IRRI,,,,,,,,,
IR15A3024,300168105,IRRI,,,,,,,,,
IR 103352-B-B-13,4392571,IRRI,,,,,,,,,
IR15A3654,300173318,IRRI,,,,,,,,,
IR 99081-B-B-B-41,4391298,IRRI,,,,,,,,,
IR 99085-B-B-58,4215660,IRRI,,,,,,,,,
IR 99081-B-B-B-55,4391312,IRRI,,,,,,,,,
IR 100723-72-B,4216786,IRRI,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-27,4217156,IRRI,,,,,,,,,
IR 103298-B-B RGA-B RGA-499-1,300279732,IRRI,,,,,,,,,
IR 100008-100-B,4216394,IRRI,,,,,,,,,
IR 105463:24-3-19-13,4394114,IRRI,,,,,,,,,
IR 103352-B-B-58,4392616,IRRI,,,,,,,,,
IR 103352-B-B-218,4392776,IRRI,,,,,,,,,
IR15A3318,300170787,IRRI,,,,,,,,,
IR 99084-B-B-29,4215087,IRRI,,,,,,,,,
IR 103352-B-B-277,4392835,IRRI,,,,,,,,,
IR 97367-9-2,4394683,IRRI,,,,,,,,,
IR 98464-B-B-B-94,4393494,IRRI,,,,,,,,,
IR 99089-B-B-B-85,4392951,IRRI,,,,,,,,,
IR 103352-B-B-121,4392679,IRRI,,,,,,,,,
IR 98416-B-B-B-15,4390552,IRRI,,,,,,,,,
IR 99085-B-B-45,4215647,IRRI,,,,,,,,,
IR 103352-B-B-291,4392849,IRRI,,,,,,,,,
IR 103352-B-B-161,4392719,IRRI,,,,,,,,,
IR 100004-52-B-3,4390133,IRRI,,,,,,,,,
IR 99070-B-B-B-31,4390928,IRRI,,,,,,,,,
IR15A2847,300080550,IRRI,,,,,,,,,
IR 103352-B-B-79,4392637,IRRI,,,,,,,,,
IR 103352-B-B-268,4392826,IRRI,,,,,,,,,
IR 103728-B-B-B-B-61,300234377,IRRI,,,,,,,,,
IR 103352-B-B-109,4392667,IRRI,,,,,,,,,
IR 103352-B-B-60,4392618,IRRI,,,,,,,,,
IR 98464-B-B-B-42,4393442,IRRI,,,,,,,,,
YR 29630-78-IR 1,4254014,IRRI,,,,,,,,,
IR 99070-B-B-B-59,4390956,IRRI,,,,,,,,,
IR 98464-B-B-B-139,4393539,IRRI,,,,,,,,,
YR 29630-72-IR 1,4253996,IRRI,,,,,,,,,
IR15A1381,4391210,IRRI,,,,,,,,,
IR 103352-B-B-207,4392765,IRRI,,,,,,,,,
IR 107831 H,4674271,IRRI,,,,,,,,,
IR 99074-B-B-B-79,4391216,IRRI,,,,,,,,,
IR 97367-194-11,4395165,IRRI,,,,,,,,,
IR 99085-B-B-31,4215633,IRRI,,,,,,,,,
IR 103757-B-B RGA-B RGA-B RGA-589-1,300431530,IRRI,,,,,,,,,
IR15A1043,4392269,IRRI,,,,,,,,,
IR 103352-B-B-31,4392589,IRRI,,,,,,,,,
IR 99049-B-B-7,4215446,IRRI,,,,,,,,,
IR 102885-29-77-7-12-48,4394101,IRRI,,,,,,,,,
IR 98464-B-B-B-238,4393638,IRRI,,,,,,,,,
IR 98464-B-B-B-208,4393608,IRRI,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-282,300291717,IRRI,,,,,,,,,
IR 99086-B-B-66-1,4390023,IRRI,,,,,,,,,
IR 103352-B-B-44,4392602,IRRI,,,,,,,,,
IR 99089-B-B-B-93,4392959,IRRI,,,,,,,,,
IR 98464-B-B-B-37,4393437,IRRI,,,,,,,,,
IR13A213,3768842,IRRI,,,,,,,,,
IR 99086-B-B-72,4215774,IRRI,,,,,,,,,
IR 103352-B-B-68,4392626,IRRI,,,,,,,,,
DEVARASI::IRGC 16173-1,4231420,IRRI,,,,,,,,,
IR 97367-65-2,4394964,IRRI,,,,,,,,,
IR 99089-B-B-B-44,4392910,IRRI,,,,,,,,,
IR 98460-B-B-B-58,4390715,IRRI,,,,,,,,,
IR 103352-B-B-267,4392825,IRRI,,,,,,,,,
IR 100723-36-B-1,4390356,IRRI,,,,,,,,,
IR 103352-B-B-33,4392591,IRRI,,,,,,,,,
IR 99083-B-B-37,4215044,IRRI,,,,,,,,,
IR 99089-B-B-B-103,4392969,IRRI,,,,,,,,,
IR 105463:24-3-19-1,4394102,IRRI,,,,,,,,,
IR 98464-B-B-B-29,4393429,IRRI,,,,,,,,,
IR 98464-B-B-B-290,4393690,IRRI,,,,,,,,,
IR 103352-B-B-30,4392588,IRRI,,,,,,,,,
IR 99085-B-B-50,4215652,IRRI,,,,,,,,,
YR 29637-58-IR 1,4254275,IRRI,,,,,,,,,
IR 100740-78-B,4216892,IRRI,,,,,,,,,
IR 98464-B-B-B-333,4393733,IRRI,,,,,,,,,
IR 99086-B-B-15,4215717,IRRI,,,,,,,,,
IR 103352-B-B-80,4392638,IRRI,,,,,,,,,
IR 98464-B-B-B-55,4393455,IRRI,,,,,,,,,
IR 103352-B-B-111,4392669,IRRI,,,,,,,,,
IR 103352-B-B-128,4392686,IRRI,,,,,,,,,
IR 99092-B-B-41,4216113,IRRI,,,,,,,,,
IR15A3092,300168418,IRRI,,,,,,,,,
IR 97367-9-15,4394691,IRRI,,,,,,,,,
IR 103352-B-B-92,4392650,IRRI,,,,,,,,,
IR 106457-B-B RGA-B RGA-471-1,300431012,IRRI,,,,,,,,,
IR14R1020,300253729,IRRI,,,,,,,,,
IR 97367-81-12,4395007,IRRI,,,,,,,,,
IR 100707-B-B-B-B-25,300234020,IRRI,,,,,,,,,
IR 103352-B-B-20,4392578,IRRI,,,,,,,,,
IR 99068-B-B-B-28,4390805,IRRI,,,,,,,,,
IR15A3277,300170645,IRRI,,,,,,,,,
IR 99074-B-B-B-59,4391196,IRRI,,,,,,,,,
IR15A3067,300168297,IRRI,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-351,300291786,IRRI,,,,,,,,,
IR 103352-B-B-97,4392655,IRRI,,,,,,,,,
IR 100749-48-B,4216962,IRRI,,,,,,,,,
IR 105469:72-18-2-9,4394438,IRRI,,,,,,,,,
IR 97367-31-15,4394819,IRRI,,,,,,,,,
IR 99068-B-B-B-87,4390864,IRRI,,,,,,,,,
IR 98464-B-B-B-302,4393702,IRRI,,,,,,,,,
IR 99086-B-B-97-1,4390034,IRRI,,,,,,,,,
IR 99092-B-B-14,4216086,IRRI,,,,,,,,,
YR 29630-33-IR 1,4253879,IRRI,,,,,,,,,
IR 103352-B-B-67,4392625,IRRI,,,,,,,,,
IR 105463:24-3-19-10,4394111,IRRI,,,,,,,,,
IR 105463:24-3-19-15,4394116,IRRI,,,,,,,,,
IR 103352-B-B-230,4392788,IRRI,,,,,,,,,
IR 103352-B-B-143,4392701,IRRI,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-188,300291623,IRRI,,,,,,,,,
IR 103352-B-B-296,4392854,IRRI,,,,,,,,,
IR15A2858,300080562,IRRI,,,,,,,,,
IR 99086-B-B-60,4215762,IRRI,,,,,,,,,
IR 98464-B-B-B-45,4393445,IRRI,,,,,,,,,
IR 99068-B-B-B-19,4390796,IRRI,,,,,,,,,
IR 102885-29-77-7-12-20,4394073,IRRI,,,,,,,,,
IR 103352-B-B-137,4392695,IRRI,,,,,,,,,
IR 99089-B-B-B-88,4392954,IRRI,,,,,,,,,
IR 103352-B-B-263,4392821,IRRI,,,,,,,,,
IR 99074-B-B-B-14,4391151,IRRI,,,,,,,,,
IR 99089-B-B-B-181,4393047,IRRI,,,,,,,,,
IR 103728-B-B-B-PRN B-PRN B-PRN 104,4788864,IRRI,,,,,,,,,
IR 98464-B-B-B-242,4393642,IRRI,,,,,,,,,
IR 98464-B-B-B-262,4393662,IRRI,,,,,,,,,
IR 98416-B-B-B-117,4390654,IRRI,,,,,,,,,
IR 103352-B-B-83,4392641,IRRI,,,,,,,,,
IR 91820-25-BAY 2-3,300177678,IRRI,,,,,,,,,
IR 99089-B-B-B-13,4392879,IRRI,,,,,,,,,
IR 103352-B-B-43,4392601,IRRI,,,,,,,,,
IR13A239,3768885,IRRI,,,,,,,,,
IR 103352-B-B-273,4392831,IRRI,,,,,,,,,
IR 106449-B-B RGA-B RGA-B RGA-59,300292014,IRRI,,,,,,,,,
IR 103352-B-B-11,4392569,IRRI,,,,,,,,,
IR 100008-56-B,4216350,IRRI,,,,,,,,,
IR14D110,4461394,IRRI,,,,,,,,,
IR 105469:72-18-2-41,4394470,IRRI,,,,,,,,,
IR 105463:24-3-19-44,4394145,IRRI,,,,,,,,,
IR 99074-B-B-B-75,4391212,IRRI,,,,,,,,,
YR 29630-54-IR 1,4253942,IRRI,,,,,,,,,
IR 103352-B-B-77,4392635,IRRI,,,,,,,,,
IR 103352-B-B-19,4392577,IRRI,,,,,,,,,
IR13P020,4016503,IRRI,,,,,,,,,
IR 97367-65-13,4394968,IRRI,,,,,,,,,
IR 103352-B-B-145,4392703,IRRI,,,,,,,,,
IR 100004-86-B-2,4390177,IRRI,,,,,,,,,
IR 102885-29-77-7-12-1,4394054,IRRI,,,,,,,,,
IR 98464-B-B-B-15,4393415,IRRI,,,,,,,,,
IR 98464-B-B-B-30,4393430,IRRI,,,,,,,,,
IR 103352-B-B-275,4392833,IRRI,,,,,,,,,
IR 105462:4-2-11-10,4394346,IRRI,,,,,,,,,
IR 103728-B-B-B-PRN B-PRN B-PRN 53,4789638,IRRI,,,,,,,,,
IR 105463:24-3-19-35,4394136,IRRI,,,,,,,,,
IR 103352-B-B-151,4392709,IRRI,,,,,,,,,
IR 103352-B-B-50,4392608,IRRI,,,,,,,,,
IR 110636-B-B-1-1,4226422,IRRI,,,,,,,,,
IR 103352-B-B-224,4392782,IRRI,,,,,,,,,
IR 103352-B-B-308,4392866,IRRI,,,,,,,,,
IR 97367-31-19,4394823,IRRI,,,,,,,,,
IR 110635-B-B-1-1,4226334,IRRI,,,,,,,,,
IR 98464-B-B-B-97,4393497,IRRI,,,,,,,,,
IR 100072-6-B,4216400,IRRI,,,,,,,,,
IR 100008-85-B,4216379,IRRI,,,,,,,,,
YR 29630-98-IR 1,4254074,IRRI,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-10,4217147,IRRI,,,,,,,,,
IR 99074-B-B-B-35,4391172,IRRI,,,,,,,,,
IR 99089-B-B-B-29,4392895,IRRI,,,,,,,,,
IR 98464-B-B-B-187,4393587,IRRI,,,,,,,,,
IR 98464-B-B-B-66,4393466,IRRI,,,,,,,,,
IR13A307,3769012,IRRI,,,,,,,,,
IR 103352-B-B-300,4392858,IRRI,,,,,,,,,
IR 98463-B-B-3,4211965,IRRI,,,,,,,,,
IR 103352-B-B-23,4392581,IRRI,,,,,,,,,
IR 100004-53-B-1,4390134,IRRI,,,,,,,,,
IR 99064-B-B-22,4214919,IRRI,,,,,,,,,
IR 103352-B-B-82,4392640,IRRI,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-244,300291679,IRRI,,,,,,,,,
IR 99092-B-B-89,4216161,IRRI,,,,,,,,,
IR 105469:72-18-2-46,4394475,IRRI,,,,,,,,,
IR 100749-41-B,4216955,IRRI,,,,,,,,,
IR 102885-1-75-1-1-19,4202454,IRRI,,,,,,,,,
