Name,GID,Source,Xa4,xa5,Xa7,xa13,Xa21,Pita,Pi9,Pi54,Pi35(t)
IR 99993-B-B RGA-B RGA-B RGA-398-1,300431098,IRRI,,,,,,,,,
IR 106236-B-B-B-PRN B-PRN B-PRN 14-PRN 1,4815604,IRRI,,,,,,,,,
IR 98430-B-B-B-B-55,300035961,IRRI,,,,,,,,,
IR 105463:8-47-12,4204979,IRRI,,,,,,,,,
IR15A3798,300174177,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-255,300293710,IRRI,,,,,,,,,
IR 98430-B-B-B-B-63,300035969,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-29,4229268,IRRI,,,,,,,,,
IR 106236-B-B-209-3-1,300256763,IRRI,,,,,,,,,
IR 98430-B-B-B-B-62,300035968,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-14,300293469,IRRI,,,,,,,,,
IR 106236-B-B-B-PRN B-PRN B-PRN 114-PRN 1,4815655,IRRI,,,,,,,,,
IR 106432-B-B-B-B-41,300233792,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-30,4217112,IRRI,,,,,,,,,
IR13A221,3768858,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-38,4217116,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-251,300293706,IRRI,,,,,,,,,
IR 105479:82-5,4220015,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-311,300293766,IRRI,,,,,,,,,
IR 106432-B-B-B-B-14,300233765,IRRI,,,,,,,,,
IR 110631-B-B-B-9-1,4226343,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-490-1,300431121,IRRI,,,,,,,,,
IR14A130,4229130,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-150,300293605,IRRI,,,,,,,,,
IR15A3617,300173193,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-141,300294151,IRRI,,,,,,,,,
IR13A123,3659144,IRRI,,,,,,,,,
IR14A161,4229120,IRRI,,,,,,,,,
IR 106236-B-B-227-1-1,300256764,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-450,300293905,IRRI,,,,,,,,,
IR10N305,2696828,IRRI,,,,S,S,,S,S,
IR 105463:8-47-10,4204977,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 161,4789402,IRRI,,,,,,,,,
IR 105463:8-47-4,4204971,IRRI,,,,,,,,,
IR 98599-B-B RGA-B RGA-B RGA-46,300033585,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-45,4217098,IRRI,,,,,,,,,
IR 100723-B-B-B-B-19,300041307,IRRI,,,,,,,,,
IR11A106,3022709,IRRI,,,,,,,,,
IRRI 144,924195,IRRI,,,,,,,,,
IR14A140,4228942,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-259,300293714,IRRI,,,,,,,,,
IR 106432-B-B-B-B-48,300233799,IRRI,,,,,,,,,
IR14A218,4228908,IRRI,,,,,,,,,
IR 100133-B-B RGA-B RGA-221,300294492,IRRI,,,,,,,,,
IR15A2958,300167091,IRRI,,,,,,,,,
IR 105479:100-21,4222202,IRRI,,,,,,,,,
IR15A3847,300174330,IRRI,,,,,,,,,
IR101465-5:27,300172373,IRRI,,,,,,,,,
IR15A2902,300080671,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-65,300294075,IRRI,,,,,,,,,
IR 99062-B-B-2,4215537,IRRI,,,,,,,,,
IR13R1010,4341202,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-379,300293834,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-24,4229264,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 125-PRN 1,4815756,IRRI,,,,,,,,,
IR 110631-B-B-B-11-2,4226347,IRRI,,,,,,,,,
IR15A2973,300167133,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 91,4789332,IRRI,,,,,,,,,
IR15A2990,300167166,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-117,300293572,IRRI,,,,,,,,,
IR 106432-B-B-B-B-15,300233766,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-29,300293484,IRRI,,,,,,,,,
IR 100723-B-B-B-B-51,300041339,IRRI,,,,,,,,,
IR 98430-B-B-B-B-28,300035934,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-18,300293473,IRRI,,,,,,,,,
IR 106236-B-B-142,4536086,IRRI,,,,,,,,,
IR 105463:8-47-1,4204968,IRRI,,,,,,,,,
IR15A3772,300174051,IRRI,,,,,,,,,
IR15A3695,300173532,IRRI,,,,,,,,,
IR12A230,3426256,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-133,300293588,IRRI,,,,,,,,,
IR 103806:322-B RGA,4193130,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-452,300293907,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-10,4217076,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-35,4217092,IRRI,,,,,,,,,
IR 99107-B-B-B-B-38,300040810,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-3,300293458,IRRI,,,,,,,,,
IR 105463:53-28-21,4209893,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-30,4217090,IRRI,,,,,,,,,
IR12A328,3425963,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-5,4217103,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-9,4229234,IRRI,,,,,,,,,
IR15A2969,300167127,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-105,300293560,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 139-PRN 1,4815760,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-108-1,300431071,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-317,300293772,IRRI,,,,,,,,,
IR 106236-B-B-B-PRN B-PRN B-PRN 217-PRN 1,4815702,IRRI,,,,,,,,,
IR 96764-94-2-3-3,4214771,IRRI,,,,,,,,,
IR 105479:121-5,4218426,IRRI,,,,,,,,,
IR15A3436,300172710,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-37,4229245,IRRI,,,,,,,,,
IR15A3416,300172672,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-448-1,300431106,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-400,300293855,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-361,300293816,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-1,4229230,IRRI,,,,,,,,,
IR14A170,4228948,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-206,300293661,IRRI,,,,,,,,,
IR 100755-B-B-B-B-55,300041489,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-141,300293596,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-465-1,300431109,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 100,4789341,IRRI,,,,,,,,,
IR15A1447,4390234,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-477-1,300431113,IRRI,,,,,,,,,
IR15A3205,300170423,IRRI,,,,,,,,,
IR08A176,2348720,IRRI,,,,,,,,,
IR 105463:8-47-9,4204976,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-9,4217105,IRRI,,,,,,,,,
IR10A227,2858710,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-29,4217089,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-44,4217121,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 163,4789404,IRRI,,,,,,,,,
IR15A2996,300167175,IRRI,,,,,,,,,
IR 103806-550-B RGA,4193175,IRRI,,,,,,,,,
IR 105479:100-1,4222182,IRRI,,,,,,,,,
IR 105463:53-28-19,4209891,IRRI,,,,,,,,,
IR13A500,3806750,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-308,300293763,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-277,300293732,IRRI,,,,,,,,,
IR15A3240,300170512,IRRI,,,,,,,,,
IR 106432-B-B-B-B-50,300233801,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-266,300293721,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-137,300293592,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-36,4229244,IRRI,,,,,,,,,
IR15A3696,300173533,IRRI,,,,,,,,,
IR 100723-B-B-B-B-50,300041338,IRRI,,,,,,,,,
IR15A3915,300174558,IRRI,,,,,,,,,
IR101465-5:2,300172371,IRRI,,,,,,,,,
IR 107995-B-B RGA-B RGA-73,300297047,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 138-PRN 1,4815759,IRRI,,,,,,,,,
IR 105479:100-13,4222194,IRRI,,,,,,,,,
IR15A3765,300174043,IRRI,,,,,,,,,
IR15A1361,4390363,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-55,300293510,IRRI,,,,,,,,,
IR13R1013,300172381,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-46,300293501,IRRI,,,,,,,,,
IR13N132,3592049,IRRI,,,,,,,,,
IR 106432-B-B-B-B-17,300233768,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-350,300293805,IRRI,,,,,,,,,
IR 98430-B-B-B-B-45,300035951,IRRI,,,,,,,,,
IR 102885-1-75-5-2-3,4202941,IRRI,,,,,,,,,
IR15A2995,300167174,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-12,300293467,IRRI,,,,,,,,,
IR 99107-B-B-B-B-19,300040791,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-20,4217082,IRRI,,,,,,,,,
IR 105479:121-10,4218431,IRRI,,,,,,,,,
IR 105479:100-3,4222184,IRRI,,,,,,,,,
IR 93337:50-B-20-19-13-1RGA-2RGA-1-B,4432127,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-320,300293775,IRRI,,,,,,,,,
IR 106432-B-B-B-B-52,300233803,IRRI,,,,,,,,,
IR12N235,3427079,IRRI,,,,,,,,,
IR 99982-B-B-B-B-50,300038793,IRRI,,,,,,,,,
IR 105463:8-47-17,4204984,IRRI,,,,,,,,,
IR 105463:53-28-2,4209874,IRRI,,,,,,,,,
IR15A3432,300172701,IRRI,,,,,,,,,
IR 105463:53-28-10,4209882,IRRI,,,,,,,,,
IR15A2959,300167093,IRRI,,,,,,,,,
IR15A3896,300174503,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 116,4789357,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-49,4217100,IRRI,,,,,,,,,
IR07N201,2223120,IRRI,,,,,,,,,
IR 105479:121-12,4218433,IRRI,,,,,,,,,
IR101465-5:49,300172377,IRRI,,,,,,,,,
IR15A3925,300174583,IRRI,,,,,,,,,
IR 106432-B-B-B-B-44,300233795,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 192,4789433,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-15,4229258,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-42,4229247,IRRI,,,,,,,,,
IR 100740-90-B,4216904,IRRI,,,,,,,,,
IR 105479:121-8,4218429,IRRI,,,,,,,,,
IR12A290,3427049,IRRI,,,,,,,,,
IR15A1626,4390422,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-124,300293579,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-110,300293565,IRRI,,,,,,,,,
IR14D148,4535995,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-207,300293662,IRRI,,,,,,,,,
IR15A3494,300172916,IRRI,,,,,,,,,
IR10N225,2697813,IRRI,,S,,S,S,S,S,S,
IR 105479:100-18,4222199,IRRI,,,,,,,,,
IR 106432-B-B-B-B-2,300233753,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-464-1,300431108,IRRI,,,,,,,,,
IR11A192,2971765,IRRI,,,,,,,,,
IR15A2992,300167168,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-384,300293839,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-95,300294105,IRRI,,,,,,,,,
IR13A309,3769021,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-30,300293485,IRRI,,,,,,,,,
IR15A2903,300080672,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-280-1,300431085,IRRI,,,,,,,,,
IR12A184,3522654,IRRI,,,,,,,,,
IR13N143,3592212,IRRI,,,,,,,,,
IR 99107-B-B-B-B-35,300040807,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-27,4217088,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-406,300293861,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-139,300293594,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-343-1,300431095,IRRI,,,,,,,,,
IR101465-5:48,300172376,IRRI,,,,,,,,,
IR11A279,3022919,IRRI,,,,,,,,,
IR15A3857,300174382,IRRI,,,,,,,,,
IR 105463:53-28-15,4209887,IRRI,,,,,,,,,
IR 110631-B-B-B-7-1,4226341,IRRI,,,,,,,,,
IR 105479:121-19,4218610,IRRI,,,,,,,,,
IR 99106-B-B-B-B-36,300040181,IRRI,,,,,,,,,
IR15A3904,300174534,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 48,4789289,IRRI,,,,,,,,,
IR 105463:8-47-16,4204983,IRRI,,,,,,,,,
IR 100723-B-B-B-B-61,300041349,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-42,4217119,IRRI,,,,,,,,,
IR13A226,3768863,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-403,300293858,IRRI,,,,,,,,,
IR 105463:8-47-14,4204981,IRRI,,,,,,,,,
IR15A1156,4390195,IRRI,,,,,,,,,
IR15A3387,300172074,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-45,4229274,IRRI,,,,,,,,,
IR15A3388,300172075,IRRI,,,,,,,,,
IR13R1005,300172383,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-50,4229276,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 104,4789345,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-17,4217081,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-50,4217101,IRRI,,,,,,,,,
IR 98430-B-B-B-B-72,300035978,IRRI,,,,,,,,,
IR 99047-B-B-B-B-77,300039607,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-40,4217094,IRRI,,,,,,,,,
IR15A2993,300167170,IRRI,,,,,,,,,
IR 103806-505-B RGA,4193135,IRRI,,,,,,,,,
IR15A3893,300174500,IRRI,,,,,,,,,
IR 100755-B-B-B-B-50,300041484,IRRI,,,,,,,,,
IR13A527,3806925,IRRI,,,,,,,,,
IR15A3393,300172084,IRRI,,,,,,,,,
IR14N115,4229191,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B,3481090,IRRI,,S,,S,S,S,,S,
IR 105463:8-47-6,4204973,IRRI,,,,,,,,,
IR 105463:8-47-11,4204978,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-21-1,300431062,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-43,4217120,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-44,4217097,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-10,300293465,IRRI,,,,,,,,,
IR 103806:157-B RGA,4194474,IRRI,,,,,,,,,
IR13N149,3592574,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-31,300293486,IRRI,,,,,,,,,
IR 105479:100-9,4222190,IRRI,,,,,,,,,
IR13A270,3768937,IRRI,,,,,,,,,
IR 84636-13-12-2-2-2-2-4-2-2-2-B,4229377,IRRI,,,,,,,,,
IR 98430-B-B-B-B-6,300035912,IRRI,,,,,,,,,
IR15A3541,300172996,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 132,4789373,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-263,300293718,IRRI,,,,,,,,,
IR15F2128,300174098,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-106,300293561,IRRI,,,,,,,,,
IR 105463:53-28-22,4209894,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-322,300293777,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-131,300293586,IRRI,,,,,,,,,
IR 103806-563-B RGA,4193782,IRRI,,,,,,,,,
IR 95914-61-1-3-2-1,4229193,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 136-PRN 1,4815758,IRRI,,,,,,,,,
IR 99047-B-B-B-B-63,300039593,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-8,4229233,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B,3481100,IRRI,,,,,,,,,
IR12N271,3522710,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-49,4217124,IRRI,,,,,,,,,
IR 100723-B-B-B-B-43,300041331,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 89-PRN 1,4815742,IRRI,,,,,,,,,
IR15A3446,300172734,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-38,300293493,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 42-PRN 1,4815731,IRRI,,,,,,,,,
IR 100723-B-B-B-B-16,300041304,IRRI,,,,,,,,,
IR 110623-C1-C2-B-B-B-1-1,4226572,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-74,300294084,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-200,300293655,IRRI,,,,,,,,,
IR15A3000,300167186,IRRI,,,,,,,,,
IR13R1012,300172374,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-33,4217113,IRRI,,,,,,,,,
IR 99047-B-B-B-B-50,300039580,IRRI,,,,,,,,,
IR 103328-B-B RGA-B RGA-7,300288534,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-380,300293835,IRRI,,,,,,,,,
IR12A137,3425462,IRRI,,,,,,,,,
IR15A3459,300172777,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 121,4789362,IRRI,,,,,,,,,
IR15A3239,300170511,IRRI,,,,,,,,,
IR 106454-B-B-B-B-3,300234513,IRRI,,,,,,,,,
IR15A3203,300170411,IRRI,,,,,,,,,
IR15A3394,300172087,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-6,4229253,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-270,300293725,IRRI,,,,,,,,,
IR 105463:8-47-21,4204988,IRRI,,,,,,,,,
IR 99982-B-B-B-B-56,300038799,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 133,4789374,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-248,300293703,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 152,4789393,IRRI,,,,,,,,,
IR 105479:121-24,4218615,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 123-PRN 1,4815755,IRRI,,,,,,,,,
IR06N155,1855724,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-72,300294082,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-8,300293463,IRRI,,,,,,,,,
IR 105463:8-47-8,4204975,IRRI,,,,,,,,,
IR 99107-B-B-B-B-16,300040788,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-7,4229254,IRRI,,,,,,,,,
IR 106239-B-B RGA-B RGA-316,300438117,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-88,300293543,IRRI,,,,,,,,,
IR14A208,4229182,IRRI,,,,,,,,,
IR 100722-B-B-B-B-54,300041283,IRRI,,,,,,,,,
IR 105479:121-22,4218613,IRRI,,,,,,,,,
IR 103328-B-B RGA-B RGA-77-1,300430523,IRRI,,,,,,,,,
IR15A3628,300173205,IRRI,,,,,,,,,
AUS 257::IRGC 29049-1,4231188,IRRI,,,,,,,,,
IR 103328-B-B RGA-B RGA-44-1,300430519,IRRI,,,,,,,,,
IR14N168,4229159,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-11,4217106,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-467,300293922,IRRI,,,,,,,,,
IR14D139,4535964,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-418,300293873,IRRI,,,,,,,,,
IR 105463:53-28-3,4209875,IRRI,,,,,,,,,
IR 105463:8-47-18,4204985,IRRI,,,,,,,,,
IR 99047-B-B-B-B-73,300039603,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 77-PRN 1,4815736,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-92,300293547,IRRI,,,,,,,,,
IR15A2985,300167159,IRRI,,,,,,,,,
IR15A2977,300167137,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 197-PRN 1,4815777,IRRI,,,,,,,,,
IRRI 150,1201960,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-420-1,300431101,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-28,4217111,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-390,300293845,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-40,4217117,IRRI,,,,,,,,,
IR11A151,2972687,IRRI,,,,,,,,,
IR15A3642,300173239,IRRI,,,,,,,,,
IR101465-10:7,3887921,IRRI,,,,,,,,,
IR 106449-B-B-B-B-90,300234243,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 210,4789451,IRRI,,,,,,,,,
IR15A3908,300174543,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-252,300293707,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-370,300293825,IRRI,,,,,,,,,
IR12N245,3427174,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-12,4217107,IRRI,,,,,,,,,
IR11A283,3022957,IRRI,,,,,,,,,
IR 106236-B-B-136,4536083,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-149,300294159,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-35,4229271,IRRI,,,,,,,,,
IR05N173,1265283,IRRI,,,,,,,,,
IR15A3843,300174304,IRRI,,,,,,,,,
IR 103328-B-B RGA-B RGA-161,300288688,IRRI,,,,,,,,,
IR12A188,3523682,IRRI,,,,,,,,,
IR15A3383,300172070,IRRI,,,,,,,,,
IR 105463:53-28-20,4209892,IRRI,,,,,,,,,
IR 103328-B-B RGA-B RGA-71,300288598,IRRI,,,,,,,,,
IR 98430-B-B-B-B-77,300035983,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-112,300294122,IRRI,,,,,,,,,
IR 99107-B-B-B-B-4,300040776,IRRI,,,,,,,,,
IR 105463:8-47-19,4204986,IRRI,,,,,,,,,
IR 103806:314-B RGA,4193126,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 195,4789436,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 125,4789366,IRRI,,,,,,,,,
IR101465-5:13,3887728,IRRI,,,,,,,,,
IR 100755-B-B-B-B-17,300041451,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 166,4789407,IRRI,,,,,,,,,
IR13R1008,300172384,IRRI,,,,,,,,,
IR 97367-10-17-2,300051943,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-133,300294143,IRRI,,,,,,,,,
IR15A2947,300167073,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 197,4789438,IRRI,,,,,,,,,
IR 110611-B-B-B-26-2,4226458,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-35,300293490,IRRI,,,,,,,,,
IR 107995-B-B RGA-B RGA-92,300297066,IRRI,,,,,,,,,
IR15F2019,300172045,IRRI,,,,,,,,,
IR13F583,4536029,IRRI,,,,,,,,,
IR 105463:8-47-5,4204972,IRRI,,,,,,,,,
IR 105463:53-28-1,4209873,IRRI,,,,,,,,,
IR 106236-B-B-139,4536085,IRRI,,,,,,,,,
IR15A3757,300173978,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 90-PRN 1,4815743,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 165,4789406,IRRI,,,,,,,,,
IR 100755-B-B-B-B-63,300041497,IRRI,,,,,,,,,
IR 100097-B-B RGA-B RGA-68,300294078,IRRI,,,,,,,,,
IR 103806:288-B RGA,4193110,IRRI,,,,,,,,,
IR15A3410,300172659,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 92-PRN 1,4815744,IRRI,,,,,,,,,
IR15A3741,300173908,IRRI,,,,,,,,,
IR 100756-B-B-B-B-38,300041542,IRRI,,,,,,,,,
IR 98398-B-B-B-B-46-1-1,300255960,IRRI,,,,,,,,,
IR13R1011,300172385,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-26,4217087,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 208,4789449,IRRI,,,,,,,,,
IR 100723-B-B-B-B-9,300041297,IRRI,,,,,,,,,
IR15T1477,300170696,IRRI,,,,,,,,,
IR 107995-B-B RGA-B RGA-69,300297043,IRRI,,,,,,,,,
IR 73012-137-2-2-2,4514248,IRRI,,,,,,,,,
IR15A3690,300173506,IRRI,,,,,,,,,
IR 96764-94-2-3-2,4229227,IRRI,,,,,,,,,
IR14A199,4228949,IRRI,,,,,,,,,
PIR-26>C0-1278-1-7-3-3,4537151,IRRI,,,,,,,,,
IR 100008-77-B-2,4390233,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 41-PRN 1,4815730,IRRI,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 171-PRN 1,4815768,IRRI,,,,,,,,,
IR 99106-B-B-B-B-43,300040188,IRRI,,,,,,,,,
IR 93339:29-B-7-7-B-B-B-25,4217086,IRRI,,,,,,,,,
IR 105479:121-7,4218428,IRRI,,,,,,,,,
IR 100723-B-B-B-B-10,300041298,IRRI,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-32,4229270,IRRI,,,,,,,,,
IR15A3877,300174448,IRRI,,,,,,,,,
IR 99993-B-B RGA-B RGA-B RGA-114,300293569,IRRI,,,,,,,,,
IR 122308:14-14-4-1,300280773,IRRI,,,,,,,,,
IR15A2952,300167082,IRRI,,,,,,,,,
